,player_id,salary,playing_season
0,adamsja01,263356.0,2019
1,adamsst01,25842697.0,2019
2,adebaba01,3454080.0,2019
3,aldrico01,685340.0,2019
4,aldrila01,26000000.0,2019
5,alexani01,2964840.0,2019
6,allengr01,2429400.0,2019
7,allenja01,2376840.0,2019
8,aminual01,9258000.0,2019
9,anderju01,294432.0,2019
10,anderky01,9073050.0,2019
11,anderry01,5714583.0,2019
12,antetgi01,25842697.0,2019
13,antetth01,1445697.0,2019
14,anthoca01,2159029.0,2019
15,anunoog01,2281800.0,2019
16,arcidry01,3000000.0,2019
17,arizatr01,12200000.0,2019
18,asikom01,3000000.0,2019
19,augusdj01,7250000.0,2019
20,aytonde01,9562920.0,2019
21,bacondw01,1618520.0,2019
22,baglema01,8556120.0,2019
23,balllo01,8719320.0,2019
24,bambamo01,5697600.0,2019
25,bareajo01,2564753.0,2019
26,barneha02,24147727.0,2019
27,barnema02,2133541.0,2019
28,barrerj01,7839960.0,2019
29,bartowi01,12960000.0,2019
30,bateske01,1416852.0,2019
31,batumni01,25565217.0,2019
32,baynear01,5453280.0,2019
33,bazemke01,19269662.0,2019
34,bazleda01,2284800.0,2019
35,bealbr01,27093019.0,2019
36,beaslma01,2731714.0,2019
37,belinma01,5846154.0,2019
38,belljo01,1870564.0,2019
39,bembrde01,2603982.0,2019
40,bendedr01,1868556.0,2019
41,bertada01,7000000.0,2019
42,beverpa01,12345679.0,2019
43,birchkh01,3000000.0,2019
44,bitadgo01,2816760.0,2019
45,biyombi01,17000000.0,2019
46,bjeline01,6825000.0,2019
47,bledser01,15625000.0,2019
48,bogdabo01,8529386.0,2019
49,bogdabo02,17000000.0,2019
50,boldejo01,1780128.0,2019
51,boldema01,50752.0,2019
52,bongais01,1416852.0,2019
53,bookede01,27250000.0,2019
54,bouchch01,1588231.0,2019
55,bowmaky01,350189.0,2019
56,bradlav01,6767000.0,2019
57,bradlto01,1962360.0,2019
58,brazdig01,898310.0,2019
59,breweco01,289803.0,2019
60,bridgmi01,4161000.0,2019
61,bridgmi02,3755400.0,2019
62,broekry01,1443842.0,2019
63,brogdma01,20000000.0,2019
64,brookdi01,1618520.0,2019
65,brownbr01,1416852.0,2019
66,brownja02,6534829.0,2019
67,brownst02,1618520.0,2019
68,browntr01,3219480.0,2019
69,brunsja01,1416582.0,2019
70,bryanth01,7936508.0,2019
71,bullore01,4000000.0,2019
72,burketr01,2257814.0,2019
73,burksal01,2320044.0,2019
74,burtode02,1416852.0,2019
75,butleji01,32742000.0,2019
76,cabocbr01,1845301.0,2019
77,caldwke01,8089282.0,2019
78,cancavl01,1517981.0,2019
79,capelca01,16456522.0,2019
80,carrode01,7653754.0,2019
81,carteje01,1416852.0,2019
82,cartemi01,2028594.0,2019
83,cartevi01,2564753.0,2019
84,cartewe01,5201400.0,2019
85,carusal01,2750000.0,2019
86,caulewi01,2177483.0,2019
87,chandty01,2564753.0,2019
88,chandwi01,2564753.0,2019
89,chealjo01,163356.0,2019
90,chrisma01,1413272.0,2019
91,clarkbr01,2478840.0,2019
92,clarkga01,1427191.0,2019
93,clarkjo01,13437500.0,2019
94,claxtni01,898310.0,2019
95,clemoch01,568422.0,2019
96,collijo01,2686560.0,2019
97,colliza01,4240200.0,2019
98,conlemi01,32511623.0,2019
99,connapa01,1723050.0,2019
100,cookqu01,3000000.0,2019
101,cookty01,151504.0,2019
102,couside01,3500000.0,2019
103,covinro01,11301219.0,2019
104,crabbal01,17818456.0,2019
105,craigto01,2100000.0,2019
106,crawfja01,289803.0,2019
107,crowdja01,7815533.0,2019
108,culveja01,5813640.0,2019
109,curryse01,7441860.0,2019
110,curryst01,40231758.0,2019
111,danietr01,2509594.0,2019
112,davisan02,27093019.0,2019
113,davised01,4767000.0,2019
114,daviste02,898310.0,2019
115,dedmode01,13333334.0,2019
116,dellama01,9607500.0,2019
117,denglu01,4990000.0,2019
118,derozde01,27739975.0,2019
119,diallch01,1678854.0,2019
120,diallha01,1416852.0,2019
121,dienggo01,16229213.0,2019
122,dinwisp01,10600000.0,2019
123,divindo01,2905800.0,2019
124,doncilu01,7683360.0,2019
125,dortlu01,155647.0,2019
126,dotsoda01,1618520.0,2019
127,doumbse01,3285120.0,2019
128,doziepj01,183115.0,2019
129,dragigo01,19217900.0,2019
130,drumman01,27093019.0,2019
131,dudleja01,2564753.0,2019
132,dunnkr01,5348007.0,2019
133,duranke01,37199000.0,2019
134,edwarca01,1228026.0,2019
135,ellinwa01,7804878.0,2019
136,ellismo01,2245400.0,2019
137,embiijo01,27504630.0,2019
138,ennisja01,1882867.0,2019
139,evansja02,1925880.0,2019
140,exumda01,9600000.0,2019
141,ezelife01,333333.0,2019
142,favorde01,17650000.0,2019
143,feliccr01,8156500.0,2019
144,fergute01,2475840.0,2019
145,fernabr01,1400000.0,2019
146,ferreyo01,3150000.0,2019
147,finnedo01,4000000.0,2019
148,forbebr01,2875000.0,2019
149,fournev01,17000000.0,2019
150,foxde01,6392760.0,2019
151,frazime01,1416852.0,2019
152,fraziti01,1882867.0,2019
153,fultzma01,9745200.0,2019
154,gabriwe01,898310.0,2019
155,gaffoda01,898310.0,2019
156,gallida01,22615559.0,2019
157,gallola01,7333333.0,2019
158,garlada01,6400920.0,2019
159,gasolma01,25595700.0,2019
160,gasolpa01,7664753.0,2019
161,gayru01,14000000.0,2019
162,georgpa01,33005556.0,2019
163,gibsota01,9800000.0,2019
164,gilesha01,2578800.0,2019
165,gilgesh01,3952920.0,2019
166,goberru01,25008427.0,2019
167,goodwbr01,522738.0,2019
168,gordoaa01,19863636.0,2019
169,gordoer01,14057730.0,2019
170,grahade01,1416852.0,2019
171,grahatr01,1678854.0,2019
172,grantje01,9346153.0,2019
173,grantje02,196288.0,2019
174,greenda02,14634146.0,2019
175,greendr01,18539130.0,2019
176,greenge01,2564753.0,2019
177,greenja01,4767000.0,2019
178,greenja02,898310.0,2019
179,greenje02,3405180.0,2019
180,griffbl01,34234964.0,2019
181,gudurma01,2625000.0,2019
182,hachiru01,4469160.0,2019
183,halldo01,203008.0,2019
184,hamilju01,1000000.0,2019
185,hammoaj01,350087.0,2019
186,hannadu01,81678.0,2019
187,hardati02,18150000.0,2019
188,hardeja01,37800000.0,2019
189,harklma01,11511234.0,2019
190,harremo01,6000000.0,2019
191,harriga01,17839286.0,2019
192,harrijo01,7670000.0,2019
193,harrish01,898310.0,2019
194,harrito02,31034483.0,2019
195,harteis01,1416852.0,2019
196,hartjo01,1934160.0,2019
197,hasleud01,2564753.0,2019
198,hawessp01,2007058.0,2019
199,hayesja02,4862040.0,2019
200,haywago01,32700690.0,2019
201,hensojo01,9732396.0,2019
202,hernade01,898310.0,2019
203,hernaju01,3321030.0,2019
204,hernawi01,1676735.0,2019
205,herroty01,3640200.0,2019
206,hezonma01,1737145.0,2019
207,hieldbu01,4861208.0,2019
208,hilarne01,2564753.0,2019
209,hillge01,10133907.0,2019
210,hillso01,13258781.0,2019
211,holidaa01,2239200.0,2019
212,holidjr01,26131111.0,2019
213,holidju01,4767000.0,2019
214,holliro01,2500000.0,2019
215,holmeri01,4767000.0,2019
216,hoodro01,5718000.0,2019
217,horfoal01,28000000.0,2019
218,hortota01,898310.0,2019
219,houseda01,3540000.0,2019
220,howardw01,5603850.0,2019
221,howarwi01,50000.0,2019
222,huertke01,2636280.0,2019
223,huntede01,7068360.0,2019
224,hutchch01,2332320.0,2019
225,ibakase01,23271604.0,2019
226,iguodan01,17185185.0,2019
227,ilyaser01,7000000.0,2019
228,inglejo01,11954546.0,2019
229,ingrabr01,7265485.0,2019
230,irvinky01,31742000.0,2019
231,isaacjo01,5806440.0,2019
232,iwundwe01,1618520.0,2019
233,jacksde01,92857.0,2019
234,jacksfr01,1618520.0,2019
235,jacksja02,6927480.0,2019
236,jacksjo02,7059480.0,2019
237,jacksju01,3280920.0,2019
238,jacksre01,18020981.0,2019
239,jamesju01,898310.0,2019
240,jamesle01,37436858.0,2019
241,jeffeam01,1445697.0,2019
242,jeromty01,2193480.0,2019
243,johnsal02,1416852.0,2019
244,johnsca02,4033440.0,2019
245,johnsda04,459414.0,2019
246,johnsja01,15349400.0,2019
247,johnsjo02,220000.0,2019
248,johnske04,1950600.0,2019
249,johnsst04,3623000.0,2019
250,johnsty01,19458123.0,2019
251,jokicni01,26573595.0,2019
252,jonesda03,2305057.0,2019
253,jonesde02,1645357.0,2019
254,jonesje01,199000.0,2019
255,jonesty01,8408000.0,2019
256,jordade01,9881598.0,2019
257,josepco01,12000000.0,2019
258,kabenmf01,1977000.0,2019
259,kaminfr01,4767000.0,2019
260,kanteen01,4767000.0,2019
261,kennalu01,3827160.0,2019
262,kiddgmi01,13810763.0,2019
263,kiddst01,250000.0,2019
264,klebima01,8000000.0,2019
265,knighbr03,15643750.0,2019
266,knoxke01,4380120.0,2019
267,korkmfu01,1620564.0,2019
268,kornelu01,2195122.0,2019
269,korveky01,6004753.0,2019
270,kurucro01,1699236.0,2019
271,kuzmaky01,1974600.0,2019
272,labissk01,2338847.0,2019
273,lambje01,10500000.0,2019
274,langfro01,3458400.0,2019
275,lavinza01,19500000.0,2019
276,laymaja01,3581986.0,2019
277,leaftj01,2813280.0,2019
278,lecquja01,898310.0,2019
279,leeco01,12759670.0,2019
280,leeda03,842327.0,2019
281,lenal01,4160000.0,2019
282,leonaka01,32742000.0,2019
283,leoname01,11286515.0,2019
284,leuerjo01,3169348.0,2019
285,leverca01,2625718.0,2019
286,lillada01,29802321.0,2019
287,littlna01,2105520.0,2019
288,livinsh01,666667.0,2019
289,looneke01,4464286.0,2019
290,lopezbr01,12093024.0,2019
291,lopezro01,4767000.0,2019
292,loveke01,28900000.0,2019
293,lowryky01,33296296.0,2019
294,luwawti01,844170.0,2019
295,lydonty01,50000.0,2019
296,lylestr01,5500000.0,2019
297,macurjp01,81678.0,2019
298,magetjo01,81678.0,2019
299,mahinia01,15450051.0,2019
300,makerth01,3569643.0,2019
301,mannte01,1000000.0,2019
302,marjabo01,3500000.0,2019
303,markkla01,5300400.0,2019
304,martica02,898310.0,2019
305,martico01,1173310.0,2019
306,matenya01,100000.0,2019
307,matthwe02,2564753.0,2019
308,mbahalu01,289803.0,2019
309,mccawpa01,4000000.0,2019
310,mcclesh01,81678.0,2019
311,mccolcj01,27556959.0,2019
312,mccontj01,3500000.0,2019
313,mcdanja01,898310.0,2019
314,mcderdo01,7333334.0,2019
315,mcgeeja01,4000000.0,2019
316,mcgruro01,4629630.0,2019
317,mckinal01,2253031.0,2019
318,mclembe01,2028594.0,2019
319,mcraejo01,1645357.0,2019
320,mellini01,3902439.0,2019
321,meltode01,1416852.0,2019
322,metuch01,1416852.0,2019
323,middlkh01,30603448.0,2019
324,mikaer01,50752.0,2019
325,milescj01,8730158.0,2019
326,milleda01,7250000.0,2019
327,millema01,1588231.0,2019
328,millspa01,30500000.0,2019
329,millspa02,12428571.0,2019
330,miltosh01,1445697.0,2019
331,mitchdo01,3635760.0,2019
332,monkma01,4028400.0,2019
333,mooreet01,8664928.0,2019
334,moranja01,8730240.0,2019
335,morgaju01,746054.0,2019
336,morrima02,3991808.0,2019
337,morrima03,15000000.0,2019
338,morrimo01,1588231.0,2019
339,mozgoti01,5573333.0,2019
340,mudiaem01,1737145.0,2019
341,muldemy01,238534.0,2019
342,murrade01,2321735.0,2019
343,murraja01,4444746.0,2019
344,musadz01,1911600.0,2019
345,muscami01,2028594.0,2019
346,mykhasv01,1416852.0,2019
347,naderab01,1618520.0,2019
348,nancela02,12727273.0,2019
349,napiesh01,1882867.0,2019
350,netora01,1737145.0,2019
351,newmama01,50752.0,2019
352,niangge01,1678854.0,2019
353,nichoan01,2844429.0,2019
354,noahjo01,6866370.0,2019
355,noelne01,2028594.0,2019
356,norveza01,50752.0,2019
357,nowelja01,1400000.0,2019
358,ntilila01,4855800.0,2019
359,nunnke01,1416852.0,2019
360,nurkiju01,12000000.0,2019
361,nwabada01,2581965.0,2019
362,ojelese01,1618520.0,2019
363,okafoja01,1702486.0,2019
364,okoboel01,1416852.0,2019
365,okogijo01,2530680.0,2019
366,okpalkz01,898310.0,2019
367,oladivi01,21000000.0,2019
368,olynyke01,11667885.0,2019
369,onealro01,1618520.0,2019
370,onimi01,898310.0,2019
371,oquinky01,2028594.0,2019
372,osmande01,2907143.0,2019
373,oubreke01,15625000.0,2019
374,pargoje01,91557.0,2019
375,parkeja01,6500000.0,2019
376,parsoch01,25102511.0,2019
377,pascher01,898310.0,2019
378,pasecan01,482144.0,2019
379,pattepa01,3068660.0,2019
380,pattoju01,1803679.0,2019
381,paulch01,38506482.0,2019
382,payneca01,346288.0,2019
383,paytoel01,8000000.0,2019
384,paytoga02,1090781.0,2019
385,pelleno01,350189.0,2019
386,pinsoth01,1445697.0,2019
387,plumlma01,14041096.0,2019
388,plumlmi01,12500000.0,2019
389,poeltja01,3754886.0,2019
390,pointsi01,50752.0,2019
391,poirivi01,2505793.0,2019
392,poolejo01,1964760.0,2019
393,portejo01,197933.0,2019
394,porteke02,1290960.0,2019
395,portemi01,3389400.0,2019
396,porteot01,27250576.0,2019
397,portibo01,15000000.0,2019
398,porzikr01,27285000.0,2019
399,poweldw01,10259375.0,2019
400,powelno01,10116576.0,2019
401,princta02,3481986.0,2019
402,rabbiv01,371758.0,2019
403,randlch01,91557.0,2019
404,randlju01,18000000.0,2019
405,reddica01,4245720.0,2019
406,redicjj01,13486300.0,2019
407,reidna01,898310.0,2019
408,richajo01,10100000.0,2019
409,riverau01,2174318.0,2019
410,roberan03,10740741.0,2019
411,robindu01,1416852.0,2019
412,robingl02,1882867.0,2019
413,robinje01,3567720.0,2019
414,robinju01,395866.0,2019
415,robinmi01,1559712.0,2019
416,robyis01,1500000.0,2019
417,rondora01,2564753.0,2019
418,rosede01,7317073.0,2019
419,rosste01,12500000.0,2019
420,roziete01,19894737.0,2019
421,rubiori01,16190476.0,2019
422,russeda01,27285000.0,2019
423,sabondo01,3529555.0,2019
424,samanlu01,2689920.0,2019
425,sampsja02,1737145.0,2019
426,sandela01,1865547.0,2019
427,saricda01,3481986.0,2019
428,satorto01,10000000.0,2019
429,schofad01,898310.0,2019
430,schrode01,15500000.0,2019
431,scottmi01,4767000.0,2019
432,sefolth01,2564753.0,2019
433,sextoco01,4764960.0,2019
434,shamela01,1995120.0,2019
435,shumpim01,419443.0,2019
436,siakapa01,2351839.0,2019
437,silvach01,466918.0,2019
438,simmobe01,8113930.0,2019
439,simmojo02,1000000.0,2019
440,simonan01,2149560.0,2019
441,singlky01,999200.0,2019
442,smailal01,898310.0,2019
443,smartma01,12553471.0,2019
444,smithde03,4463640.0,2019
445,smithis01,5853659.0,2019
446,smithjo03,5331729.0,2019
447,smithjr01,1746470.0,2019
448,smithzh01,3058800.0,2019
449,snellto01,11392857.0,2019
450,spellom01,1897800.0,2019
451,strusma01,415414.0,2019
452,sumneed01,2000000.0,2019
453,swanica01,2033160.0,2019
454,tatumja01,7830000.0,2019
455,taylois01,50000.0,2019
456,teaguje01,19000000.0,2019
457,teletmi01,3500000.0,2019
458,templga01,4767000.0,2019
459,theisda01,5000000.0,2019
460,thomais02,2320044.0,2019
461,thomakh01,838464.0,2019
462,thomala01,262152.0,2019
463,thomama02,898310.0,2019
464,thompho01,50000.0,2019
465,thompkl01,32742000.0,2019
466,thomptr01,18539130.0,2019
467,thornsi01,183115.0,2019
468,thybuma01,2582160.0,2019
469,tollian01,2854556.0,2019
470,toscaju01,350189.0,2019
471,townska01,27250000.0,2019
472,trentga02,1416852.0,2019
473,trieral01,3551100.0,2019
474,tuckepj01,8349039.0,2019
475,tuckera01,578573.0,2019
476,turneev01,18606557.0,2019
477,turnemy01,18000000.0,2019
478,ulisty01,50000.0,2019
479,uthofja01,245034.0,2019
480,valanjo01,16000000.0,2019
481,valende01,3377569.0,2019
482,vandeja01,1416852.0,2019
483,vanvlfr01,9000000.0,2019
484,varejan01,1913345.0,2019
485,vonleno01,2000000.0,2019
486,vucevni01,28000000.0,2019
487,wadede01,375000.0,2019
488,wagnemo01,2063520.0,2019
489,waitedi01,12603656.0,2019
490,walkeke02,32742000.0,2019
491,walkelo01,2760480.0,2019
492,walljo01,37800000.0,2019
493,waltode01,1527375.0,2019
494,wanambr01,1445697.0,2019
495,warretj01,10810000.0,2019
496,washipj01,3831840.0,2019
497,watsocj01,333333.0,2019
498,watsopa01,50752.0,2019
499,westbru01,38178000.0,2019
500,whiteco01,5307120.0,2019
501,whitede01,1948080.0,2019
502,whiteha01,27093018.0,2019
503,wiggian01,27504630.0,2019
504,willide01,5474787.0,2019
505,willigr01,2379840.0,2019
506,willijo04,106181.0,2019
507,willike04,1416852.0,2019
508,willilo02,8000000.0,2019
509,willima02,15962599.0,2019
510,willini01,1500000.0,2019
511,williro04,1937520.0,2019
512,willitr02,122741.0,2019
513,willizi01,9757440.0,2019
514,wilsodj01,2961120.0,2019
515,windldy01,2035800.0,2019
516,winslju01,13000000.0,2019
517,woodch01,1645357.0,2019
518,wrighde01,9473684.0,2019
519,yabusgu01,3117240.0,2019
520,youngth01,12900000.0,2019
521,youngtr01,6273000.0,2019
522,zelleco01,14471910.0,2019
523,zellety01,245686.0,2019
524,zizican01,2281800.0,2019
525,zubaciv01,6481482.0,2019
